PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF
1.1384278576622036,1.339215124078779,0.4528733596804251,0.9859260362887353,1.5084146015240145,0.48009381706859894,1.4366687211182834,-1.1734439567268744,-1.497176799661782,0.38120165767756004,-0.16700224051969756,0.9165592351517666,0.6382270644780541,2.584489071827873,0.9717661602457018,1.887305754224414,-1.153934330158524,-1.8885255176611504
-0.7653619718742523,-1.5337889446032786,-1.8392881409694504,-0.5059876615380939,0.5364051924273942,-0.23527776465613487,0.9156623699068528,0.7490673801436113,0.5199551411462789,0.7948417580056489,-1.5760836449046474,-0.5809959448238875,-1.4648989944519815,-0.9712411161646146,-1.644527348108111,0.9964446464611418,1.0875208435306951,-0.9291616610882234
0.7057483509493727,0.10792766607218299,-1.3470550842038236,1.0036869136438167,0.2934028401532391,-0.0922034483111881,0.4626133688534349,1.1335696475177084,0.5199551411462789,1.6131297825677369,-1.3412367441738224,-0.7681903423208443,-1.4648989944519815,0.13992456758303773,1.345522375724818,-1.2307081229470391,-0.2573522606828364,-0.2096387686585283
-0.24614656381885525,-0.09728691026224971,0.1698173381605505,-0.20405274650171165,-0.6786065689433812,-0.6645007136909752,-0.3981797331480596,0.1723139790824656,0.38213346306122425,-0.1223602035914168,-0.6366960419813474,-0.206607149829974,-0.4737224670907839,-0.08230856916649273,0.22425372928746956,-0.7852775690654029,-0.7056432954206803,-0.6893206969449918
0.9653560549770712,1.1340005477443464,-0.7187094646601758,1.643078498426744,1.0224098969757043,0.48009381706859894,0.8703574698015109,-0.7889416893527773,-0.8053252977786665,0.09345202266671655,-0.8715429427121725,-0.5809959448238875,-0.9491972328948075,1.0288571145811596,1.7192785912039341,1.887305754224414,0.8633753261617731,-1.1690026252314552
1.4845714630324682,0.7235713950754811,-2.5263059829268584,2.6199267529562142,0.5364051924273942,-0.9506493463808687,1.7198243467766698,1.5180719148918056,0.6519102569530933,2.017777706801737,-1.5760836449046474,-0.019412752333017227,-0.9491972328948075,1.0288571145811596,-0.5232587016707627,-0.3398470151837667,0.8633753261617731,0.7497250879143986
-1.8037927879850464,-1.5337889446032786,-1.5090513150717195,-0.7013573124439885,-1.8936183303141567,-0.8075750300359219,-2.1197659371510484,0.3645651127695142,0.5199551411462789,-0.023446266556439017,-2.0457774463662974,0.35497604266089633,-0.9491972328948075,-0.5267748426655537,0.9717661602457018,1.441875200342778,-1.153934330158524,-0.9291616610882234
-0.24614656381885525,0.3131422424066157,0.4528733596804251,0.026838659114345402,0.05040048787908398,0.05087086803375867,0.03221681785268731,-1.1734439567268744,-1.497176799661782,0.38120165767756004,-0.6366960419813474,-0.019412752333017227,-0.32312623762734083,0.8066239778316292,-1.644527348108111,-1.2307081229470391,-1.8263708822652898,-0.9291616610882234
0.9653560549770712,0.9287859714099138,0.025921645120946364,0.8971216495133287,2.480424010620635,2.19698561320796,1.0629032952492137,-1.5579462241009716,-1.497176799661782,-1.2553743914466158,-1.3412367441738224,-1.1425791373147578,-1.8346387060676843,1.695556524829751,-1.644527348108111,-1.2307081229470391,-1.153934330158524,1.4692479803440937
-0.8518978732168184,-1.1233597919344132,-0.566299040371663,-0.7901616992193939,-0.1926018643950711,1.3385397151382796,-0.9871434345175031,0.3645651127695142,0.7784779218144176,-0.6079377126722169,0.3026915609419523,-0.5809959448238875,-0.1761591885220393,-0.3045417059160232,-1.270771132628995,-1.2307081229470391,-0.7056432954206803,-2.128366481804382
