SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22024,1610612766,CHA,Charlotte Hornets,0022400050,2024-12-03,CHA vs. PHI,L,242,104,34,77,0.442,13,34,0.382,23,28,0.821,15,32,47,22,5,3,15,17,-6.0
22024,1610612766,CHA,Charlotte Hornets,0022400300,2024-11-30,CHA vs. ATL,L,240,104,35,94,0.372,18,48,0.375,16,19,0.842,18,27,45,23,13,6,14,23,-3.0
22024,1610612766,CHA,Charlotte Hornets,0022400040,2024-11-29,CHA vs. NYK,L,239,98,36,89,0.404,15,47,0.319,11,15,0.733,14,25,39,25,8,6,13,19,-1.0
22024,1610612766,CHA,Charlotte Hornets,0022400286,2024-11-27,CHA vs. MIA,L,241,94,37,98,0.378,17,51,0.333,3,8,0.375,16,27,43,22,10,5,13,19,-4.0
22024,1610612766,CHA,Charlotte Hornets,0022400277,2024-11-25,CHA vs. ORL,L,240,84,31,75,0.413,7,32,0.219,15,19,0.789,13,39,52,14,6,5,26,20,-11.0
22024,1610612766,CHA,Charlotte Hornets,0022400268,2024-11-23,CHA @ MIL,L,239,119,41,100,0.41,19,47,0.404,18,21,0.857,14,34,48,22,6,5,10,21,-6.0
22024,1610612766,CHA,Charlotte Hornets,0022400260,2024-11-21,CHA vs. DET,W,266,123,44,93,0.473,20,44,0.455,15,21,0.714,11,32,43,23,12,5,15,22,2.0
22024,1610612766,CHA,Charlotte Hornets,0022400022,2024-11-19,CHA @ BKN,L,241,115,38,82,0.463,20,37,0.541,19,22,0.864,13,31,44,25,6,8,21,20,-1.0
22024,1610612766,CHA,Charlotte Hornets,0022400236,2024-11-17,CHA @ CLE,L,240,114,42,103,0.408,20,52,0.385,10,12,0.833,17,23,40,34,12,6,9,23,-14.0
22024,1610612766,CHA,Charlotte Hornets,0022400229,2024-11-16,CHA vs. MIL,W,240,115,41,93,0.441,15,42,0.357,18,21,0.857,16,37,53,25,7,4,10,16,1.0
22024,1610612766,CHA,Charlotte Hornets,0022400003,2024-11-12,CHA @ ORL,L,241,89,34,84,0.405,13,38,0.342,8,14,0.571,8,40,48,22,7,3,22,18,-25.0
